넘버,이름,사용료 항목,사용료 내역,요금
173,무궁화추모공원 납골당,부부3단,고급실 (임대 10년),"4,200,000 원"
173,무궁화추모공원 납골당,부부 4단,고급실 (임대10년),"4,200,000 원"
173,무궁화추모공원 납골당,부부 5단,고급실 (임대 10년),"4,200,000 원"
173,무궁화추모공원 납골당,부부 6단,고급실 (임대 10년),"3,500,000 원"
173,무궁화추모공원 납골당,부부 7단,고급실 (임대 10년),"2,800,000 원"
173,무궁화추모공원 납골당,개인 1단,고급실,"1,750,000 원"
173,무궁화추모공원 납골당,개인 2단,고급실,"3,150,000 원"
173,무궁화추모공원 납골당,개인 3단,고급실,"4,200,000 원"
173,무궁화추모공원 납골당,개인 4단,고급실,"4,200,000 원"
173,무궁화추모공원 납골당,개인 5단,고급실,"4,200,000 원"
173,무궁화추모공원 납골당,개인 6단,고급실,"3,150,000 원"
173,무궁화추모공원 납골당,개인 7단,고급실,"2,100,000 원"
173,무궁화추모공원 납골당,부부 1단,고급실,"3,150,000 원"
173,무궁화추모공원 납골당,부부 2단,고급실,"5,950,000 원"
173,무궁화추모공원 납골당,부부 3단,고급실,"7,700,000 원"
173,무궁화추모공원 납골당,부부 4단,고급실,"7,700,000 원"
173,무궁화추모공원 납골당,부부 5단,고급실,"7,700,000 원"
173,무궁화추모공원 납골당,부부 6단,고급실,"5,950,000 원"
173,무궁화추모공원 납골당,부부 7단,고급실,"3,850,000 원"
173,무궁화추모공원 납골당,관리비,"연 50,000원 / 5년치 선납","50,000 원"
174,시안 가족추모공원(봉안) 납골당,없음,없음,없음
175,중앙추모공원(봉안시설) 납골당,VIP실 1단 개인단,사용료 500만원/ 5년 관리비 30만원,"5,000,000 원"
175,중앙추모공원(봉안시설) 납골당,VIP실 2단 개인단,사용료 600만원/ 5년 관리비 30만원,"6,000,000 원"
175,중앙추모공원(봉안시설) 납골당,VIP실 3단 개인단,사용료 750만원/ 5년 관리비 30만원,"7,500,000 원"
175,중앙추모공원(봉안시설) 납골당,VIP실 4단 개인단,사용료 900만원/ 5년 관리비 30만원,"9,000,000 원"
175,중앙추모공원(봉안시설) 납골당,VIP실 5단 개인단,사용료 1000만원/ 5년 관리비 30만원,"10,000,000 원"
175,중앙추모공원(봉안시설) 납골당,VIP실 1단 부부단,사용료 1000만원/ 5년 관리비 30만원,"10,000,000 원"
175,중앙추모공원(봉안시설) 납골당,VIP실 2단 부부단,사용료 1200만원/ 5년 관리비 30만원,"12,000,000 원"
175,중앙추모공원(봉안시설) 납골당,VIP실 3단 부부단,사용료 1500만원/ 5년 관리비 30만원,"15,000,000 원"
