시설종류,순번,장사시설명,품목분류,품목,규격,금액
봉안시설,2846,약천사,기타,가족봉안탑 6기 ,영구,15000000
봉안시설,2847,약천사,기타,관리비,1년,100000
봉안시설,2848,약천추모공원,개인단,15년 임대 1단,24cm*26cm,400000
봉안시설,2849,약천추모공원,개인단,15년 임대 2단,24cm*26cm,600000
봉안시설,2850,약천추모공원,개인단,15년 임대 3단,24cm*26cm,1000000
봉안시설,2851,약천추모공원,개인단,15년 임대 4단~6단,24cm*26cm,1500000
봉안시설,2852,약천추모공원,개인단,15년 임대 7단,24cm*26cm,800000
봉안시설,2853,약천추모공원,개인단,15년 임대 8단,24cm*26cm,400000
봉안시설,2854,약천추모공원,개인단,영구,24cm*26cm,1500000
봉안시설,2855,봉원사,개인단,"개인단1,2,3,4,5,6단","30년, 연장2회",5000000
봉안시설,2856,봉원사,개인단,"개인단7,8단","30년, 연장2회",4000000
봉안시설,2857,봉원사,부부단,"합장단 1,2,3,4,5,6단","30년, 연장2회",10000000
봉안시설,2858,봉원사,부부단,"합장단 7,8단","30년, 연장2회",8000000
봉안시설,2859,천주교안동교구봉안경당,개인단,1단(개인),사용료:300만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,4200000
봉안시설,2860,천주교안동교구봉안경당,부부단,1단(부부),사용료:500만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,6200000
봉안시설,2861,천주교안동교구봉안경당,개인단,2단(개인),사용료:400만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,5200000
봉안시설,2862,천주교안동교구봉안경당,부부단,2단(부부),사용료:700만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,8200000
봉안시설,2863,천주교안동교구봉안경당,개인단,3단(개인),사용료:500만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,6200000
봉안시설,2864,천주교안동교구봉안경당,부부단,3단(부부),사용료:900만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,10200000
봉안시설,2865,천주교안동교구봉안경당,개인단,4단(개인),사용료:500만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,6200000
봉안시설,2866,천주교안동교구봉안경당,부부단,4단(부부),사용료:900만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,10200000
봉안시설,2867,천주교안동교구봉안경당,개인단,5단(개인),사용료:500만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,6200000
봉안시설,2868,천주교안동교구봉안경당,부부단,5단(부부),사용료:900만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,10200000
봉안시설,2869,천주교안동교구봉안경당,개인단,6단(개인),사용료:500만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,6200000
봉안시설,2870,천주교안동교구봉안경당,부부단,6단(부부),사용료:900만원/관리비: 연간 20년 관리비: 100만원/안치비:20만원,1020000
봉안시설,2871,천주교안동교구봉안경당,개인단,7단(개인),사용료:400만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,5200000
봉안시설,2872,천주교안동교구봉안경당,부부단,7단(부부),사용료:700만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,8200000
봉안시설,2873,천주교안동교구봉안경당,개인단,8단(개인),사용료:300만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,4200000
봉안시설,2874,천주교안동교구봉안경당,부부단,8단(부부),사용료:500만원/관리비: 연간 5만원(1인당)/초기 20년 관리비: 100만원/안치비:20만원,6200000
봉안시설,2875,면류관교회,개인단,개인단,개인단9층,1000000
봉안시설,2876,면류관교회,개인단,개인단,개인단2층/8층,2000000
봉안시설,2877,면류관교회,개인단,개인단,개인단3층/7층,3000000
봉안시설,2878,면류관교회,개인단,개인단,개인단4층/5층/6층,4000000
봉안시설,2879,면류관교회,개인단,개인단,개인단1층,1500000
봉안시설,2880,면류관교회,부부단,부부단,부부단9층,2000000
봉안시설,2881,면류관교회,부부단,부부단,부부단2층/8층,4000000
봉안시설,2882,면류관교회,부부단,부부단,부부단3층/7층,6000000
봉안시설,2883,면류관교회,부부단,부부단,부부단4층/5층/6층,8000000
봉안시설,2884,면류관교회,부부단,부부단,부부단1층,3000000
봉안시설,2885,면류관교회,기타,개인단,개인단관리비(5년),280000
봉안시설,2886,면류관교회,기타,부부단,부부단관리비(5년),560000
봉안시설,2887,용주사 봉안당,개인단,1층,300*300*300,1000000
봉안시설,2888,용주사 봉안당,개인단,2층,300*300*300,1000000
봉안시설,2889,용주사 봉안당,개인단,3층,300*300*300,2000000
봉안시설,2890,용주사 봉안당,개인단,4층,300*300*300,3000000
봉안시설,2891,용주사 봉안당,개인단,5층,300*300*300,3000000
봉안시설,2892,용주사 봉안당,개인단,6층,300*300*300,2000000
봉안시설,2893,용주사 봉안당,개인단,7층,300*300*300,1000000
봉안시설,2894,용주사 봉안당,개인단,8층,300*300*300,1000000
봉안시설,2895,하늘소망추모관,개인단,(평생) 개인 일반실 9단,270mm*260mm,1500000
봉안시설,2896,하늘소망추모관,개인단,(평생) 개인일반실 8단,270mm*260mm,1800000
봉안시설,2897,하늘소망추모관,개인단,(평생) 개인 일반실 7단,270mm*260mm,2100000
봉안시설,2898,하늘소망추모관,개인단,(평생) 개인 일반실 6단,270mm*260mm,2400000
봉안시설,2899,하늘소망추모관,개인단,(평생) 개인 일반실 5단,270mm*260mm,2400000
봉안시설,2900,하늘소망추모관,개인단,(평생) 개인 일반실 4단,270mm*260mm,2400000
봉안시설,2901,하늘소망추모관,개인단,(평생) 개인 일반실 3단,270mm*260mm,2100000
봉안시설,2902,하늘소망추모관,개인단,(평생) 개인 일반실 2단,270mm*260mm,1800000
봉안시설,2903,하늘소망추모관,개인단,(평생) 개인 일반실 1단,270mm*260mm,1500000
봉안시설,2904,하늘소망추모관,부부단,(평생) 가족단 일반실 9단,570mm*260mm,2500000
봉안시설,2905,하늘소망추모관,부부단,(평생) 가족단 일반실 8단,570mm*260mm,3000000
봉안시설,2906,하늘소망추모관,부부단,(평생)가족단 일반실 7단,570mm*260mm,3500000
봉안시설,2907,하늘소망추모관,부부단,(평생) 가족단 일반실 6단,570mm*260mm,4000000
봉안시설,2908,하늘소망추모관,부부단,(평생) 가족단 일반실 5단,570mm*260mm,4000000
봉안시설,2909,하늘소망추모관,부부단,(평생) 가족단 일반실 4단,570mm*260mm,4000000
봉안시설,2910,하늘소망추모관,부부단,(평생) 가족단 일반실 3단,570mm*260mm,3500000
봉안시설,2911,하늘소망추모관,부부단,(평생) 가족단 일반실 2단,570mm*260mm,3000000
봉안시설,2912,하늘소망추모관,부부단,(평생) 가족단 일반실 1단,570mm*260mm,2500000
봉안시설,2913,하늘소망추모관,부부단,(평생) 가족단 VIP실 9단,570mm*270mm,3500000
봉안시설,2914,하늘소망추모관,부부단,(평생) 가족단 VIP실 8단,570mm*270mm,4000000
봉안시설,2915,하늘소망추모관,부부단,(평생) 가족단 VIP실 7단,570mm*270mm,4500000
봉안시설,2916,하늘소망추모관,부부단,(평생) 가족단 VIP실 6단,570mm*270mm,5000000
봉안시설,2917,하늘소망추모관,부부단,(평생) 가족단 VIP실 5단,570mm*270mm,5000000
봉안시설,2918,하늘소망추모관,부부단,(평생) 가족단 VIP실 4단,570mm*270mm,5000000
봉안시설,2919,하늘소망추모관,부부단,(평생) 가족단 VIP실 3단,570mm*270mm,4500000
봉안시설,2920,하늘소망추모관,부부단,(평생) 가족단 VIP실 2단,570mm*270mm,4000000
봉안시설,2921,하늘소망추모관,부부단,(평생) 가족단 VIP실 1단,570mm*270mm,3500000
봉안시설,2922,예수사랑제일교회,개인단,1단9단,30cm,3800000
봉안시설,2923,예수사랑제일교회,개인단,2단8단,30cm,4500000
봉안시설,2924,예수사랑제일교회,개인단,3단7단,30cm,5000000
봉안시설,2925,예수사랑제일교회,개인단,4단5단6단,30cm,6000000
봉안시설,2926,예수사랑제일교회,부부단,1단9단,60cm,6840000
봉안시설,2927,예수사랑제일교회,부부단,2단8단,60cm,8100000
봉안시설,2928,예수사랑제일교회,부부단,3단7단,60cm,9000000
봉안시설,2929,예수사랑제일교회,부부단,4단5단6단,60cm,10800000
봉안시설,2930,재단법인 미륵불교 봉안당,기타,기타,명절 합동제사비용,100000
봉안시설,2931,전통사찰95호 동도사,개인단,1단,30x30 cm ,3000000
봉안시설,2932,전통사찰95호 동도사,개인단,2단,30x30 cm ,4000000
봉안시설,2933,전통사찰95호 동도사,개인단,3단,30x30 cm ,5000000
봉안시설,2934,전통사찰95호 동도사,개인단,4단,30x30 cm ,6000000
봉안시설,2935,전통사찰95호 동도사,개인단,5단,30x30 cm ,6000000
봉안시설,2936,전통사찰95호 동도사,개인단,6단,30x30 cm ,5000000
봉안시설,2937,전통사찰95호 동도사,개인단,7단,30x30 cm ,4000000
봉안시설,2938,전통사찰95호 동도사,개인단,8단,30x30 cm ,3000000
봉안시설,2939,전통사찰95호 동도사,부부단,1단,60x30 cm,7000000
봉안시설,2940,전통사찰95호 동도사,부부단,2단,60x30 cm,8000000
봉안시설,2941,전통사찰95호 동도사,부부단,3단,60x30 cm,12000000
봉안시설,2942,전통사찰95호 동도사,부부단,4단,60x30 cm,14000000
봉안시설,2943,전통사찰95호 동도사,부부단,5단,60x30 cm,14000000
봉안시설,2944,전통사찰95호 동도사,부부단,6단,60x30 cm,12000000
봉안시설,2945,전통사찰95호 동도사,부부단,7단,60x30 cm,8000000
봉안시설,2946,전통사찰95호 동도사,부부단,8단,60x30 cm,6000000
봉안시설,2947,대한불교조계종관음사,개인단,개인1단,1단,5000000
봉안시설,2948,대한불교조계종관음사,개인단,개인2단,2단,6000000
봉안시설,2949,대한불교조계종관음사,개인단,개인3단,3단,6000000
봉안시설,2950,대한불교조계종관음사,개인단,개인4단,4단,7500000
봉안시설,2951,대한불교조계종관음사,개인단,개인5단,5단,6000000
봉안시설,2952,대한불교조계종관음사,개인단,개인6단,6단,5000000
봉안시설,2953,대한불교조계종관음사,개인단,개인7단,7단,3500000
봉안시설,2954,대한불교조계종관음사,개인단,개인8단,8단,3000000
봉안시설,2955,대한불교조계종관음사,부부단,부부1단,1단,10000000
봉안시설,2956,대한불교조계종관음사,부부단,부부2단,2단,12000000
봉안시설,2957,대한불교조계종관음사,부부단,부부3단,3단,12000000
봉안시설,2958,대한불교조계종관음사,부부단,부부4단,4단,15000000
봉안시설,2959,대한불교조계종관음사,부부단,부부5단,5단,12000000
봉안시설,2960,대한불교조계종관음사,부부단,부부6단,6단,10000000
봉안시설,2961,대한불교조계종관음사,부부단,부부7단,7단,7000000
봉안시설,2962,대한불교조계종관음사,부부단,부부8단,8단,6000000
봉안시설,2963,동천교회 묘지,개인단,1단,15cm*20cm,800000
봉안시설,2964,동천교회 묘지,개인단,2단,15cm*20cm,1000000
봉안시설,2965,동천교회 묘지,개인단,3단,15cm*20cm,1200000
봉안시설,2966,동천교회 묘지,개인단,4단,15cm*20cm,1200000
봉안시설,2967,동천교회 묘지,개인단,5단,15cm*20cm,1200000
봉안시설,2968,동천교회 묘지,개인단,6단,15cm*20cm,1200000
봉안시설,2969,동천교회 묘지,개인단,7단,15cm*20cm,1000000
봉안시설,2970,동천교회 묘지,개인단,8단,15cm*20cm,800000
봉안시설,2971,동천교회 묘지,부부단,1단,15cm*20cm*2,1200000
봉안시설,2972,동천교회 묘지,부부단,2단,15cm*20cm,1500000
봉안시설,2973,동천교회 묘지,부부단,3단,15cm*20cm,1800000
봉안시설,2974,동천교회 묘지,부부단,4단,15cm*20cm,1800000
봉안시설,2975,동천교회 묘지,부부단,5단,15cm*20cm,1800000
봉안시설,2976,동천교회 묘지,부부단,6단,15cm*20cm,1800000
봉안시설,2977,동천교회 묘지,부부단,7단,15cm*20cm,1500000
봉안시설,2978,동천교회 묘지,부부단,8단,15cm*20cm,1200000
봉안시설,2979,가연추모관,개인단,VIP실,정면 1단 ,4000000
봉안시설,2980,가연추모관,개인단,VIP실,정면 2단,5000000
봉안시설,2981,가연추모관,개인단,VIP실,정면 3단,6000000
봉안시설,2982,가연추모관,개인단,VIP실,"정면 4단,6단",7000000
봉안시설,2983,가연추모관,개인단,VIP실,정면 5단,7500000
봉안시설,2984,가연추모관,개인단,VIP실,정면 7단,5500000
봉안시설,2985,가연추모관,개인단,VIP실,정면 8단,4000000
봉안시설,2986,가연추모관,개인단,VIP실,정면 9단,3500000
봉안시설,2987,가연추모관,개인단,고급실,정면 1단,3500000
봉안시설,2988,가연추모관,개인단,고급실,정면 2단,4000000
봉안시설,2989,가연추모관,개인단,고급실,정면 3단,5000000
봉안시설,2990,가연추모관,개인단,고급실,"정면 4단,6단",6000000
봉안시설,2991,가연추모관,개인단,고급실,정면 5단,6500000
봉안시설,2992,가연추모관,개인단,고급실,정면 7단,4000000
봉안시설,2993,가연추모관,개인단,고급실,정면 8단,3000000
봉안시설,2994,가연추모관,개인단,고급실,정면 9단,2500000
봉안시설,2995,재단법인불교안양원,개인단,일반형1단/8단,24.5 X26.5X28.2 cm,3000000
봉안시설,2996,재단법인불교안양원,개인단,일반형2단/7단,24.5 X26.5X28.2 cm,3700000
봉안시설,2997,재단법인불교안양원,개인단,일반형3단/6단,24.5 X26.5X28.2 cm,4200000
봉안시설,2998,재단법인불교안양원,개인단,일반형4단/5단,24.5 X26.5X28.2 cm,4700000
봉안시설,2999,재단법인불교안양원,개인단,고급형1단/8단,24.5 X26.5X28.2 cm,3700000
봉안시설,3000,재단법인불교안양원,개인단,고급형2단/7단,24.5 X26.5X28.2 cm,4200000
봉안시설,3001,재단법인불교안양원,개인단,고급형3단/6단,24.5 X26.5X28.2 cm,4500000
봉안시설,3002,재단법인불교안양원,개인단,고급형4단/5단,24.5 X26.5X28.2 cm,5000000
봉안시설,3003,재단법인불교안양원,부부단,일반형1단/8단,"51,8X25.8X28.8 cm",6000000
봉안시설,3004,재단법인불교안양원,부부단,일반형2단/7단,"51,8X25.8X28.8 cm",6800000
봉안시설,3005,재단법인불교안양원,부부단,일반형3단/6단,"51,8X25.8X28.8 cm",7500000
봉안시설,3006,재단법인불교안양원,부부단,일반형4단/5단,"51,8X25.8X28.8 cm",8500000
봉안시설,3007,재단법인불교안양원,부부단,고급형1단,58.5X29.5X28.8 cm,8000000
봉안시설,3008,재단법인불교안양원,부부단,고급형2단/7단,58.5X29.5X28.8 cm,8500000
봉안시설,3009,재단법인불교안양원,부부단,고급형3단/6단,58.5X29.5X28.8 cm,9000000
봉안시설,3010,재단법인불교안양원,부부단,고급형4단/5단,58.5X29.5X28.8 cm,10000000
봉안시설,3011,재단법인불교안양원,기타,관리비1위당,5년선납,250000
봉안시설,3012,(재)지평선전북공원묘원,기타,매화묘역,3.3㎡,1500000
봉안시설,3013,(재)지평선전북공원묘원,기타,진달래묘역,3.3㎡,1400000
봉안시설,3014,(재)지평선전북공원묘원,기타,개나리묘역,3.3㎡,1300000
봉안시설,3015,(재)지평선전북공원묘원,기타,장미묘역,3.3㎡,1200000
봉안시설,3016,(재)지평선전북공원묘원,기타,관리비,1평 /1년,15000
봉안시설,3017,아산추모공원 휴온 봉안당,개인단,봉안당 1단,.,3000000
봉안시설,3018,아산추모공원 휴온 봉안당,개인단,봉안당 2단,.,3500000
봉안시설,3019,아산추모공원 휴온 봉안당,개인단,봉안당 3단,.,4500000
봉안시설,3020,아산추모공원 휴온 봉안당,개인단,봉안당 4단,.,6000000
봉안시설,3021,아산추모공원 휴온 봉안당,개인단,봉안당 5단,.,6000000
봉안시설,3022,아산추모공원 휴온 봉안당,개인단,봉안당 6단,.,4500000
봉안시설,3023,아산추모공원 휴온 봉안당,개인단,봉안당 7단,.,3500000
봉안시설,3024,아산추모공원 휴온 봉안당,개인단,봉안당 8단,.,2500000
봉안시설,3025,아산추모공원 휴온 봉안당,부부단,봉안당 부부단 1단,.,5500000
봉안시설,3026,아산추모공원 휴온 봉안당,부부단,봉안당 부부단 2단,.,6500000
봉안시설,3027,아산추모공원 휴온 봉안당,부부단,봉안당 부부단 3단,.,8500000
봉안시설,3028,아산추모공원 휴온 봉안당,부부단,봉안당 부부단 4단,.,11000000
봉안시설,3029,아산추모공원 휴온 봉안당,부부단,봉안당 부부단 5단,.,11000000
봉안시설,3030,아산추모공원 휴온 봉안당,부부단,봉안당 부부단 6단,.,8500000
봉안시설,3031,아산추모공원 휴온 봉안당,부부단,봉안당 부부단 7단,.,6500000
봉안시설,3032,아산추모공원 휴온 봉안당,부부단,봉안당 부부단 8단,.,4500000
봉안시설,3033,아산추모공원 휴온 봉안당,개인단,봉안묘 개인단,.,4000000
봉안시설,3034,아산추모공원 휴온 봉안당,부부단,봉안묘 부부단 (원앙 A),.,7000000
봉안시설,3035,아산추모공원 휴온 봉안당,기타,봉안묘 가족단 4위(원앙 B),.,13000000
봉안시설,3036,영평사 추모공원,개인단,야외봉안담 1단,개인단/영구사용,4000000
봉안시설,3037,영평사 추모공원,개인단,야외봉안담 2단,개인단/영구사용,4500000
봉안시설,3038,영평사 추모공원,개인단,야외봉안담 3단,개인단/영구사용,5000000
봉안시설,3039,영평사 추모공원,개인단,야외봉안담 4단,개인단/영구사용,6000000
봉안시설,3040,영평사 추모공원,개인단,야외봉안담 5단,개인단/영구사용,6000000
봉안시설,3041,영평사 추모공원,부부단,야외봉안담 1단,부부단/영구사용,8000000
봉안시설,3042,영평사 추모공원,부부단,야외봉안담 2단,부부단/영구사용,9000000
봉안시설,3043,영평사 추모공원,부부단,야외봉안담 3단,부부단/영구사용,10000000
봉안시설,3044,영평사 추모공원,부부단,야외봉안담 4단,부부단/영구사용,12000000
봉안시설,3045,영평사 추모공원,부부단,야외봉안담 5단,부부단/영구사용,12000000
봉안시설,3046,(재)평화공원 파라다이스 추모관,개인단,일반실 1단,27cm * 27cm,2500000
봉안시설,3047,(재)평화공원 파라다이스 추모관,개인단,일반실 2단,27cm * 27cm,3500000
봉안시설,3048,(재)평화공원 파라다이스 추모관,개인단,일반실 3단,27cm * 27cm,4300000
봉안시설,3049,(재)평화공원 파라다이스 추모관,개인단,일반실 4단,27cm * 27cm,5200000
봉안시설,3050,(재)평화공원 파라다이스 추모관,개인단,일반실 5단,27cm * 27cm,5200000
봉안시설,3051,(재)평화공원 파라다이스 추모관,개인단,일반실 6단,27cm * 27cm,4800000
봉안시설,3052,(재)평화공원 파라다이스 추모관,개인단,일반실 7단,27cm * 27cm,3500000
봉안시설,3053,(재)평화공원 파라다이스 추모관,개인단,일반실 8단,27cm * 27cm,2500000
봉안시설,3054,(재)평화공원 파라다이스 추모관,개인단,일반실 9단,27cm * 27cm,1500000
봉안시설,3055,(재)평화공원 파라다이스 추모관,부부단,일반실 1단,50cm * 27cm,5000000
봉안시설,3056,(재)평화공원 파라다이스 추모관,부부단,일반실 2단,50cm * 27cm,7000000
봉안시설,3057,(재)평화공원 파라다이스 추모관,부부단,일반실 3단,50cm * 27cm,8600000
봉안시설,3058,(재)평화공원 파라다이스 추모관,부부단,일반실 4단,50cm * 27cm,10400000
봉안시설,3059,(재)평화공원 파라다이스 추모관,부부단,일반실 5단,50cm * 27cm,10400000
봉안시설,3060,(재)평화공원 파라다이스 추모관,부부단,일반실 6단,50cm * 27cm,9600000
봉안시설,3061,(재)평화공원 파라다이스 추모관,부부단,일반실 7단,50cm * 27cm,7000000
봉안시설,3062,(재)평화공원 파라다이스 추모관,부부단,일반실 8단,50cm * 27cm,5000000
봉안시설,3063,(재)평화공원 파라다이스 추모관,부부단,일반실 9단,50cm * 27cm,3000000
봉안시설,3064,(재)평화공원 파라다이스 추모관,개인단,VIP실 1단,35cm * 30cm,6000000
봉안시설,3065,(재)평화공원 파라다이스 추모관,개인단,VIP실 2단,35cm * 30cm,7000000
봉안시설,3066,(재)평화공원 파라다이스 추모관,개인단,VIP실 3단,35cm * 30cm,10000000
봉안시설,3067,(재)평화공원 파라다이스 추모관,개인단,VIP실 4단,35cm * 30cm,10000000
봉안시설,3068,(재)평화공원 파라다이스 추모관,개인단,VIP실 5단,35cm * 30cm,10000000
봉안시설,3069,(재)평화공원 파라다이스 추모관,개인단,VIP실 6단,35cm * 30cm,7000000
봉안시설,3070,(재)평화공원 파라다이스 추모관,부부단,VIP실 1단,60cm * 30cm,12000000
봉안시설,3071,(재)평화공원 파라다이스 추모관,부부단,VIP실 2단,60cm * 30cm,14000000
봉안시설,3072,(재)평화공원 파라다이스 추모관,부부단,VIP실 3단,60cm * 30cm,20000000
봉안시설,3073,(재)평화공원 파라다이스 추모관,부부단,VIP실 4단,60cm * 30cm,20000000
봉안시설,3074,(재)평화공원 파라다이스 추모관,부부단,VIP실 5단,60cm * 30cm,20000000
봉안시설,3075,(재)평화공원 파라다이스 추모관,부부단,VIP실 6단,60cm * 30cm,14000000
봉안시설,3076,(재)평화공원 파라다이스 추모관,기타,관리비(유골함 1위 기준),"1위, 1년",50000
봉안시설,3077,갑곶순교성지 천국의 문,개인단,봉안당 사용료 (사용기간 20년),,5000000
봉안시설,3078,갑곶순교성지 천국의 문,개인단,봉안당 사용료 (사용기간 20년),,4000000
봉안시설,3079,갑곶순교성지 천국의 문,개인단,봉안당 사용료 (사용기간 20년),,3000000
봉안시설,3080,갑곶순교성지 천국의 문,부부단,봉안당 사용료 (사용기간 20년),,10000000
봉안시설,3081,갑곶순교성지 천국의 문,기타,"봉안당 관리비(1년 60,000원/20년 선납/안치시 )",,1200000
봉안시설,3082,(재)호정공원(봉안),기타,봉안묘 2기,"사용료, 석물 / 안장비 별도,관리비별도(5만원/년)",7900000
봉안시설,3083,(재)호정공원(봉안),기타,봉안묘 4기,"사용료, 석물 / 안장비 별도,관리비별도(7만원/년)",14500000
봉안시설,3084,(재)호정공원(봉안),기타,봉안묘 8기,"사용료, 석물 / 안장비 별도,관리비별도(10만원/년)",19500000
봉안시설,3085,(재)호정공원(봉안),기타,가족평장4기,"사용료, 석물 / 안장비 별도,관리비별도(7만원/년)",13500000
봉안시설,3086,(재)호정공원(봉안),개인단,봉안담 1기(1단),"사용료 / 안장비 별도,개인단 관리비별도(3만원/년)",2000000
봉안시설,3087,(재)호정공원(봉안),개인단,"봉안담 1기(2,7단)",사용료 / 안장비별도,2500000
봉안시설,3088,(재)호정공원(봉안),개인단,봉안담 1기(3.6단),사용료 / 안장비 별도,2800000
봉안시설,3089,(재)호정공원(봉안),개인단,봉안담 1기(4.5단),사용료 / 안장비 별도,3000000
봉안시설,3090,(재)호정공원(봉안),부부단,봉안담 2기(1단),"사용료 /  안장비별도,부부단 관리비 별도(5만원/년)",3500000
봉안시설,3091,(재)호정공원(봉안),부부단,"봉안담 2기(2,7단)",사용료 / 안장비별도,4500000
봉안시설,3092,(재)호정공원(봉안),부부단,봉안담 2기(3.6단),사용료 / 안장비별도,5000000
봉안시설,3093,(재)호정공원(봉안),부부단,봉안담 2기(4.5단),사용료 / 안장비별도,5400000
봉안시설,3094,(재)용인공원(아너스톤),개인단,일반 봉안당,노블관 8단 센터 기준,22000000
봉안시설,3095,(재)용인공원(아너스톤),개인단,특별 봉안당,로얄관 5단 상단 기준,40000000
봉안시설,3096,(재)용인공원(아너스톤),개인단,일반(아너관/노블관) 관리비,개인단 1년 단가,110000
봉안시설,3097,(재)용인공원(아너스톤),부부단,일반(아너관/노블관) 관리비,부부단 1년 단가(고인2인 기준),220000
봉안시설,3098,(재)용인공원(아너스톤),개인단,특별(로얄관) 관리비,개인단 1년 단가,150000
봉안시설,3099,(재)용인공원(아너스톤),부부단,특별(로얄관) 관리비,부부단 1년 단가(고인2인 기준),300000
봉안시설,3100,인천가족공원 별빛당,개인단,사용료(관내),1구/30년,950000
봉안시설,3101,인천가족공원 별빛당,개인단,관리료(관내),1구/30년,300000
봉안시설,3102,산청군공설묘지 본향원,개인단,관내 사용료 및 관리비,"15년 이용. 2회 연장 가능. 산청군 관내 주민(1년이상). 사용료 100,000원, 관리비 75,000원",175000
봉안시설,3103,산청군공설묘지 본향원,개인단,관외 사용료 및 관리비,"15년 이용. 2회 연장 가능. 관외는 사용상 지장이 없는 범위내 가능. 사용료 600,000원, 관리비 75,000원",675000
봉안시설,3104,한국불교조계종 삼봉사 봉안당,부부단,7단,,8000000
봉안시설,3105,한국불교조계종 삼봉사 봉안당,부부단,6단,,14000000
봉안시설,3106,한국불교조계종 삼봉사 봉안당,부부단,5단,,20000000
봉안시설,3107,한국불교조계종 삼봉사 봉안당,부부단,4단,,20000000
봉안시설,3108,한국불교조계종 삼봉사 봉안당,부부단,3단,,14000000
봉안시설,3109,한국불교조계종 삼봉사 봉안당,부부단,2단,,10000000
봉안시설,3110,한국불교조계종 삼봉사 봉안당,부부단,1단,54 x35x 50,6000000
봉안시설,3111,한국불교조계종 삼봉사 봉안당,개인단,7단,,4000000
봉안시설,3112,한국불교조계종 삼봉사 봉안당,개인단,6단,,7000000
봉안시설,3113,한국불교조계종 삼봉사 봉안당,개인단,5단,,10000000
봉안시설,3114,한국불교조계종 삼봉사 봉안당,개인단,4단,,10000000
봉안시설,3115,한국불교조계종 삼봉사 봉안당,개인단,3단,,7000000
봉안시설,3116,한국불교조계종 삼봉사 봉안당,개인단,2단,,5000000
봉안시설,3117,한국불교조계종 삼봉사 봉안당,개인단,1단,29 x35 x50,3000000
봉안시설,3118,한국불교조계종 삼봉사 봉안당,부부단,6단,,4000000
봉안시설,3119,한국불교조계종 삼봉사 봉안당,부부단,5단,,10000000
봉안시설,3120,한국불교조계종 삼봉사 봉안당,부부단,4단,,10000000
봉안시설,3121,한국불교조계종 삼봉사 봉안당,부부단,3단,,8000000
봉안시설,3122,한국불교조계종 삼봉사 봉안당,부부단,2단,,6000000
봉안시설,3123,한국불교조계종 삼봉사 봉안당,부부단,1단,49 x35x 30,2000000
봉안시설,3124,한국불교조계종 삼봉사 봉안당,개인단,6단,,2000000
봉안시설,3125,한국불교조계종 삼봉사 봉안당,개인단,5단,,5000000
봉안시설,3126,한국불교조계종 삼봉사 봉안당,개인단,4단,,5000000
봉안시설,3127,한국불교조계종 삼봉사 봉안당,개인단,3단,,4000000
봉안시설,3128,한국불교조계종 삼봉사 봉안당,개인단,2단,,3000000
봉안시설,3129,한국불교조계종 삼봉사 봉안당,개인단,1단,26x 35x 30,1000000
봉안시설,3130,마라나타하늘정원,개인단,안치단(1단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm",1500000
봉안시설,3131,마라나타하늘정원,개인단,안치단(2단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm",2500000
봉안시설,3132,마라나타하늘정원,개인단,안치단(3단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm",3500000
봉안시설,3133,마라나타하늘정원,개인단,안치단(4단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm",5000000
봉안시설,3134,마라나타하늘정원,개인단,안치단(5단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm",5000000
봉안시설,3135,마라나타하늘정원,개인단,안치단(6단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm",5000000
봉안시설,3136,마라나타하늘정원,개인단,안치단(7단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm",3500000
봉안시설,3137,마라나타하늘정원,개인단,안치단(8단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm",1500000
봉안시설,3138,마라나타하늘정원,부부단,안치단(1단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm",3000000
봉안시설,3139,마라나타하늘정원,부부단,안치단(2단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm",5000000
